Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS3035RES200mN2640400E3491200,1,CRS3035RES1000mN2640000E3491000,1,CRS3035RES4000mN2640000E3488000,278522,2,0.4,0,0.9,0,40794.9,92.5,0,1,0.4,0.1,0.4,0.1,0,0,0.1,0,0,0.1,0.2,0.3,0.4,0.3,0.5,0.1,0,0.3,1,8513217439
CRS3035RES200mN2640400E3493400,1,CRS3035RES1000mN2640000E3493000,0,CRS3035RES4000mN2640000E3492000,660682,6,0.4,0.1,2,0.3,128220.5,230.5,0,2.3,0.4,0.1,0.1,1.7,0,0.4,0.3,0.1,0.3,0.9,0.1,0.9,1.6,0.6,0.7,0.4,0.1,0.3,2.3,85132
CRS3035RES200mN2640400E3494400,1,CRS3035RES1000mN2640000E3494000,0,CRS3035RES4000mN2640000E3492000,660693,3,0.4,0.2,1.1,0,53030.2,154.1,0,1.2,0.6,0,0.2,0.4,0,0,0.2,0,0.3,0.3,0.2,0.4,0.6,0.4,0.4,0.2,0,0.3,1.2,85132
CRS3035RES200mN2640400E3494600,1,CRS3035RES1000mN2640000E3494000,0,CRS3035RES4000mN2640000E3492000,660693,20,2.9,1.1,7.5,0.3,353534.5,1027.5,0.3,8,4.3,0.3,1.3,2.4,0,0,1.1,0,1.9,2.4,1.3,2.6,4,2.7,2.9,1.1,0,2.1,8.3,85132
CRS3035RES200mN2640400E3494800,1,CRS3035RES1000mN2640000E3494000,0,CRS3035RES4000mN2640000E3492000,660693,18,2.6,1,6.7,0.2,318181.1,924.7,0.2,7.2,3.8,0.2,1.2,2.2,0,0,0.9,0,1.7,2.2,1.2,2.4,3.6,2.4,2.6,1,0,1.9,7.4,85132
CRS3035RES200mN2640400E3495000,1,CRS3035RES1000mN2640000E3495000,1,CRS3035RES4000mN2640000E3492000,278527,16,2.6,0.4,5.1,0.4,344608.6,740,0.7,5.9,3.3,0,1.5,1.8,0,0,1.1,0.4,1.5,1.5,0.6,2.9,5.1,1.1,1.1,0.7,0,0.7,6.6,8513285078
CRS3035RES200mN2640400E3495200,1,CRS3035RES1000mN2640000E3495000,1,CRS3035RES4000mN2640000E3492000,278527,3,0.5,0.1,1,0.1,64614.1,138.8,0.1,1.1,0.6,0,0.3,0.3,0,0,0.2,0.1,0.3,0.3,0.1,0.5,1,0.2,0.2,0.1,0,0.1,1.2,8513285078
CRS3035RES200mN2640600E3467200,1,CRS3035RES1000mN2640000E3467000,1,CRS3035RES4000mN2640000E3464000,111321,9,1.2,0,3.8,0.2,199831.7,445.8,0,4.5,1.9,0.7,1.6,0.3,0,0,0.3,0,0.6,0.4,0.2,1.4,0.7,1.6,2.6,1.2,0,0.2,4.5,17091
CRS3035RES200mN2640600E3467400,0,CRS3035RES1000mN2640000E3467000,1,CRS3035RES4000mN2640000E3464000,660619,47,5,1,17,1,1274295.9,2331,0,20,0,0,2,18,0,0,2,0,1,1,5,5,7,13,9,4,0,2,20,17091
CRS3035RES200mN2640600E3467600,0,CRS3035RES1000mN2640000E3467000,1,CRS3035RES4000mN2640000E3464000,660621,61,12,1,23,1,1580543.7,3283,0,30,1,3,2,24,0,0,0,0,3,6,6,11,16,7,7,5,0,1,30,17091
CRS3035RES200mN2640600E3467800,0,CRS3035RES1000mN2640000E3467000,1,CRS3035RES4000mN2640000E3464000,660620,67,8,2,21,3,1554250.8,2920,0,28,14,1,5,8,0,0,2,1,5,7,6,14,12,9,6,5,0,9,28,17091
CRS3035RES200mN2640600E3468000,0,CRS3035RES1000mN2640000E3468000,0,CRS3035RES4000mN2640000E3468000,660633,50.5,5,0,20,3,1195014.9,2382,0,21,13,2,1,5,0,0,4,1,0,4.5,3,12,10,7,7,2,0,3,21,17091
CRS3035RES200mN2640600E3468200,1,CRS3035RES1000mN2640000E3468000,0,CRS3035RES4000mN2640000E3468000,660630,7,0.6,0,2.3,0.4,155480.5,336.4,0.1,2.9,0.7,0.1,0.9,1,0.3,0,0.3,0,0.4,0.9,0.4,1.6,1.3,0.7,1,0.4,0,0.4,3,17091
CRS3035RES200mN2640600E3468400,1,CRS3035RES1000mN2640000E3468000,0,CRS3035RES4000mN2640000E3468000,660630,3,0.2,0,1,0.2,66634.5,144.2,0.1,1.2,0.3,0,0.4,0.4,0.2,0,0.1,0,0.1,0.4,0.2,0.7,0.6,0.3,0.4,0.2,0,0.2,1.3,17091
CRS3035RES200mN2640600E3468600,1,CRS3035RES1000mN2640000E3468000,0,CRS3035RES4000mN2640000E3468000,660630,21,1.7,0,6.8,1.1,466441.6,1009.2,0.4,8.6,2.3,0.2,2.6,3,0.9,0,1,0.2,1.1,2.7,1.1,4.7,4,2.1,3,1.1,0,1.1,9,17091
CRS3035RES200mN2640600E3468800,0,CRS3035RES1000mN2640000E3468000,0,CRS3035RES4000mN2640000E3468000,660632,46,8,0,15,1,909691.8,1965.4,0,21,13,2,1,4,1,0,1,1,2,4,3,5,16,6,3,5,0,4,21,17091
CRS3035RES200mN2640600E3469000,0,CRS3035RES1000mN2640000E3469000,0,CRS3035RES4000mN2640000E3468000,660627,80,5,4,12,4,1586483.5,2959,0,29,6,0,3,20,0,14,3,4,5.5,9.5,6,12,21,6,12,1,0,4,29,17091
CRS3035RES200mN2640600E3469200,0,CRS3035RES1000mN2640000E3469000,0,CRS3035RES4000mN2640000E3468000,660626,51,9,1,20,0,956760.4,2101,0,23,6,4,9,4,0,0,3,1,1,4,3,7,10,9,11,2,0,6,23,17091
CRS3035RES200mN2640600E3469400,1,CRS3035RES1000mN2640000E3469000,0,CRS3035RES4000mN2640000E3468000,660622,26,1.4,0.9,9.1,0.5,539499.2,1040,0,9.6,2.7,1.4,2.7,2.8,0,0,0.9,0,0,4.1,2.7,2.3,5.5,5,3.7,1.8,0,0.5,9.6,17091
CRS3035RES200mN2640600E3476800,1,CRS3035RES1000mN2640000E3476000,0,CRS3035RES4000mN2640000E3476000,660647,2,0.3,0.1,0.7,0.1,41116.4,92.5,0,0.9,0.4,0.1,0.2,0.2,0,0,0,0,0.1,0.3,0.3,0,0.3,0.3,0.2,0.5,0,0.1,0.9,17218
CRS3035RES200mN2640600E3477000,1,CRS3035RES1000mN2640000E3477000,1,CRS3035RES4000mN2640000E3476000,278509,2,0.3,0,0.7,0,43315,94.9,0,0.9,0.2,0.2,0.3,0.2,0,0,0.1,0.1,0,0.2,0.1,0.2,0.3,0.3,0.5,0.2,0,0.1,0.9,17218
CRS3035RES200mN2640600E3477800,1,CRS3035RES1000mN2640000E3477000,1,CRS3035RES4000mN2640000E3476000,278509,5,0.7,0.1,1.9,0,108287.5,237.3,0,2.2,0.6,0.4,0.8,0.4,0,0,0.2,0.2,0.1,0.4,0.2,0.4,0.8,0.8,1.3,0.6,0,0.4,2.2,17218
CRS3035RES200mN2640600E3478000,1,CRS3035RES1000mN2640000E3478000,0,CRS3035RES4000mN2640000E3476000,660656,9,1.2,0,3.6,0.4,220579.9,499.4,0.1,4.1,1.2,0.4,1,1.6,0,0,0.1,0.2,0,0.4,1,0.9,1.6,1.9,1.9,1,0,0.6,4.2,17218
CRS3035RES200mN2640600E3478200,0,CRS3035RES1000mN2640000E3478000,0,CRS3035RES4000mN2640000E3476000,660658,24,7,1,10,1,532694.2,1307,0,13,2,0,6,5,0,0,2,0,2,0,1,3,8,2,6,0,0,1,13,17218
CRS3035RES200mN2640600E3478400,1,CRS3035RES1000mN2640000E3478000,0,CRS3035RES4000mN2640000E3476000,660656,11,1.4,0,4.4,0.5,269597.6,610.3,0.2,4.9,1.4,0.5,1.2,2,0,0,0.2,0.2,0,0.5,1.2,1.1,2,2.3,2.3,1.2,0,0.7,5.1,17218
CRS3035RES200mN2640600E3478600,1,CRS3035RES1000mN2640000E3478000,0,CRS3035RES4000mN2640000E3476000,660656,18,2.3,0,7.3,0.9,441159.7,998.7,0.3,8.1,2.3,0.9,2,3.2,0,0,0.3,0.3,0,0.9,2,1.7,3.2,3.8,3.8,2,0,1.2,8.4,17218
CRS3035RES200mN2640600E3478800,1,CRS3035RES1000mN2640000E3478000,0,CRS3035RES4000mN2640000E3476000,660656,7,0.9,0,2.8,0.3,171562.1,388.4,0.1,3.2,0.9,0.3,0.8,1.3,0,0,0.1,0.1,0,0.3,0.8,0.7,1.2,1.5,1.5,0.8,0,0.5,3.3,17218
CRS3035RES200mN2640600E3479600,1,CRS3035RES1000mN2640000E3479000,1,CRS3035RES4000mN2640000E3476000,278506,5,0.5,0.1,1.8,0.3,105546.1,246.5,0,2.3,1.2,0.2,0.7,0.2,0,0,0.1,0,0.1,0.4,0.3,0.8,0.6,0.7,1.6,0.4,0,0.2,2.3,1721885111
CRS3035RES200mN2640600E3479800,1,CRS3035RES1000mN2640000E3479000,1,CRS3035RES4000mN2640000E3476000,278506,22,2.2,0.4,7.9,1.3,464403,1084.6,0,10.1,5.3,0.8,3.1,0.9,0,0,0.4,0,0.4,1.8,1.3,3.5,2.6,3.1,7.1,1.8,0,0.9,10.1,8511117218
CRS3035RES200mN2640600E3480000,1,CRS3035RES1000mN2640000E3480000,1,CRS3035RES2000mN2640000E3480000,278515,12,1.6,0.3,4.7,0,279706.9,532.2,0,5.5,3.4,0,2.1,0,0,0,0,0,0.5,0.5,1.3,0.5,1.8,1.6,5,0.8,0,0.5,5.5,85111
CRS3035RES200mN2640600E3481600,1,CRS3035RES1000mN2640000E3481000,1,CRS3035RES2000mN2640000E3480000,278515,2,0.3,0,0.8,0,46617.8,88.7,0,0.9,0.6,0,0.3,0,0,0,0,0,0.1,0.1,0.2,0.1,0.3,0.3,0.8,0.1,0,0.1,0.9,85111
CRS3035RES200mN2640600E3481800,1,CRS3035RES1000mN2640000E3481000,1,CRS3035RES2000mN2640000E3480000,278515,5,0.7,0.1,2,0,116544.5,221.7,0,2.3,1.4,0,0.9,0,0,0,0,0,0.2,0.2,0.5,0.2,0.8,0.7,2.1,0.3,0,0.2,2.3,85111
CRS3035RES200mN2640600E3484800,1,CRS3035RES1000mN2640000E3484000,1,CRS3035RES2000mN2640000E3484000,278518,2,0.3,0.1,0.6,0.1,40762.7,83.3,0,0.9,0.7,0,0.1,0.1,0,0,0.1,0.1,0.2,0.2,0,0.4,0.3,0.5,0.2,0,0,0.2,0.9,85111
CRS3035RES200mN2640600E3485000,1,CRS3035RES1000mN2640000E3485000,1,CRS3035RES2000mN2640000E3484000,278518,6,1,0.3,1.9,0.3,122288.2,250,0,2.6,2,0,0.4,0.2,0,0,0.3,0.3,0.5,0.6,0,1.3,0.9,1.4,0.7,0,0,0.7,2.6,851118530317349
CRS3035RES200mN2640600E3488000,1,CRS3035RES1000mN2640000E3488000,1,CRS3035RES4000mN2640000E3488000,111352,2,0.5,0,1,0,46144.2,99.5,0,1,0.6,0,0.3,0.1,0,0,0.1,0.1,0.1,0.1,0,0.6,0.2,0.3,0.3,0.2,0,0.1,1,1743985303
CRS3035RES200mN2640600E3490400,1,CRS3035RES1000mN2640000E3490000,1,CRS3035RES4000mN2640000E3488000,278522,2,0.4,0,0.9,0,40794.9,92.5,0,1,0.4,0.1,0.4,0.1,0,0,0.1,0,0,0.1,0.2,0.3,0.4,0.3,0.5,0.1,0,0.3,1,17439
CRS3035RES200mN2640600E3490800,1,CRS3035RES1000mN2640000E3490000,1,CRS3035RES4000mN2640000E3488000,278522,4,0.8,0,1.8,0.1,81589.8,185,0,2,0.9,0.2,0.8,0.1,0,0,0.1,0,0,0.2,0.3,0.6,0.9,0.7,1,0.2,0,0.6,2,17439
CRS3035RES200mN2640600E3491000,1,CRS3035RES1000mN2640000E3491000,1,CRS3035RES4000mN2640000E3488000,278522,3,0.6,0,1.3,0.1,61192.3,138.7,0,1.5,0.7,0.1,0.6,0.1,0,0,0.1,0,0,0.1,0.2,0.4,0.7,0.5,0.8,0.2,0,0.4,1.5,17439
CRS3035RES200mN2640600E3491200,1,CRS3035RES1000mN2640000E3491000,1,CRS3035RES4000mN2640000E3488000,278522,1,0.2,0,0.4,0,20397.4,46.2,0,0.5,0.2,0.1,0.2,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.1,0,0.1,0.5,1743985132
CRS3035RES200mN2640600E3493600,1,CRS3035RES1000mN2640000E3493000,0,CRS3035RES4000mN2640000E3492000,660682,3,0.2,0.1,1,0.1,64110.2,115.2,0,1.2,0.2,0.1,0.1,0.8,0,0.2,0.1,0.1,0.1,0.4,0.1,0.5,0.8,0.3,0.3,0.2,0.1,0.1,1.2,85132
CRS3035RES200mN2640600E3493800,1,CRS3035RES1000mN2640000E3493000,0,CRS3035RES4000mN2640000E3492000,660682,7,0.5,0.2,2.3,0.3,149590.6,268.9,0,2.7,0.5,0.1,0.1,2,0,0.5,0.3,0.1,0.3,1.1,0.1,1.1,1.8,0.8,0.8,0.5,0.1,0.3,2.7,85132
CRS3035RES200mN2640600E3494000,1,CRS3035RES1000mN2640000E3494000,0,CRS3035RES4000mN2640000E3492000,660693,2,0.3,0.1,0.7,0,35353.5,102.7,0,0.8,0.4,0,0.1,0.3,0,0,0.1,0,0.2,0.2,0.1,0.3,0.4,0.3,0.3,0.1,0,0.2,0.8,85132
CRS3035RES200mN2640600E3494400,1,CRS3035RES1000mN2640000E3494000,0,CRS3035RES4000mN2640000E3492000,660693,1,0.1,0.1,0.4,0,17676.7,51.4,0,0.4,0.2,0,0.1,0.1,0,0,0.1,0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0,0.1,0.4,85132
CRS3035RES200mN2640600E3494600,1,CRS3035RES1000mN2640000E3494000,0,CRS3035RES4000mN2640000E3492000,660693,2,0.3,0.1,0.7,0,35353.5,102.7,0,0.8,0.4,0,0.1,0.3,0,0,0.1,0,0.2,0.2,0.1,0.3,0.4,0.3,0.3,0.1,0,0.2,0.8,85132
CRS3035RES200mN2640600E3495000,1,CRS3035RES1000mN2640000E3495000,1,CRS3035RES4000mN2640000E3492000,278527,1,0.2,0,0.3,0,21538,46.3,0,0.4,0.2,0,0.1,0.1,0,0,0.1,0,0.1,0.1,0,0.2,0.3,0.1,0.1,0,0,0,0.4,85132
CRS3035RES200mN2640800E3467600,1,CRS3035RES1000mN2640000E3467000,1,CRS3035RES4000mN2640000E3464000,111321,6,0.8,0,2.5,0.1,133221.2,297.2,0,3,1.3,0.5,1,0.2,0,0,0.2,0,0.4,0.3,0.1,0.9,0.5,1.1,1.7,0.8,0,0.1,3,17091
CRS3035RES200mN2640800E3475400,1,CRS3035RES1000mN2640000E3475000,1,CRS3035RES4000mN2640000E3472000,278505,2,0.1,0.1,0.6,0,40726.6,77.2,0,0.7,0.2,0,0.3,0.2,0,0,0,0,0.2,0.3,0.1,0.1,0.6,0.4,0.2,0.1,0,0.2,0.7,17218
CRS3035RES200mN2640800E3476800,1,CRS3035RES1000mN2640000E3476000,0,CRS3035RES4000mN2640000E3476000,660647,1,0.1,0.1,0.4,0,20558.2,46.2,0,0.4,0.2,0,0.1,0.1,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0.2,0,0,0.4,17218
CRS3035RES200mN2640800E3477000,1,CRS3035RES1000mN2640000E3477000,1,CRS3035RES4000mN2640000E3476000,278509,5,0.7,0.1,1.9,0,108287.5,237.3,0,2.2,0.6,0.4,0.8,0.4,0,0,0.2,0.2,0.1,0.4,0.2,0.4,0.8,0.8,1.3,0.6,0,0.4,2.2,17218
CRS3035RES200mN2640800E3478800,1,CRS3035RES1000mN2640000E3478000,0,CRS3035RES4000mN2640000E3476000,660656,8,1,0,3.2,0.4,196071,443.9,0.1,3.6,1,0.4,0.9,1.4,0,0,0.1,0.1,0,0.4,0.9,0.8,1.4,1.7,1.7,0.9,0,0.5,3.7,17218
CRS3035RES200mN2640800E3479200,1,CRS3035RES1000mN2640000E3479000,1,CRS3035RES4000mN2640000E3476000,278506,5,0.5,0.1,1.8,0.3,105546.1,246.5,0,2.3,1.2,0.2,0.7,0.2,0,0,0.1,0,0.1,0.4,0.3,0.8,0.6,0.7,1.6,0.4,0,0.2,2.3,1721885111
CRS3035RES200mN2640800E3479400,1,CRS3035RES1000mN2640000E3479000,1,CRS3035RES4000mN2640000E3476000,278506,4,0.4,0.1,1.4,0.2,84436.9,197.2,0,1.8,0.9,0.1,0.6,0.2,0,0,0.1,0,0.1,0.3,0.2,0.6,0.5,0.6,1.3,0.3,0,0.2,1.8,1721885111
CRS3035RES200mN2640800E3479600,1,CRS3035RES1000mN2640000E3479000,1,CRS3035RES4000mN2640000E3476000,278506,3,0.3,0.1,1.1,0.2,63327.7,147.9,0,1.4,0.7,0.1,0.5,0.1,0,0,0.1,0,0.1,0.2,0.2,0.5,0.3,0.4,1,0.2,0,0.1,1.4,8511117218
CRS3035RES200mN2640800E3480200,1,CRS3035RES1000mN2640000E3480000,1,CRS3035RES2000mN2640000E3480000,278515,2,0.3,0,0.8,0,46617.8,88.7,0,0.9,0.6,0,0.3,0,0,0,0,0,0.1,0.1,0.2,0.1,0.3,0.3,0.8,0.1,0,0.1,0.9,85111
CRS3035RES200mN2640800E3482000,1,CRS3035RES1000mN2640000E3482000,1,CRS3035RES2000mN2640000E3482000,278511,1,0.2,0,0.3,0,19179.1,37.3,0,0.4,0.3,0,0.1,0,0,0,0,0,0.1,0.2,0,0.1,0.3,0.1,0.1,0.1,0,0.1,0.4,85111
CRS3035RES200mN2640800E3482200,1,CRS3035RES1000mN2640000E3482000,1,CRS3035RES2000mN2640000E3482000,278511,6.5,1.2,0,2.2,0.2,124664.3,242.7,0,2.6,1.9,0,0.7,0,0,0,0.2,0.2,0.7,1,0.2,0.5,2.2,0.5,0.7,0.3,0,0.7,2.6,85111
CRS3035RES200mN2640800E3485000,1,CRS3035RES1000mN2640000E3485000,1,CRS3035RES2000mN2640000E3484000,278518,7,1.2,0.3,2.2,0.3,142669.5,291.7,0,3,2.3,0,0.5,0.2,0,0,0.3,0.4,0.6,0.7,0,1.5,1,1.7,0.8,0,0,0.8,3,8530385111
CRS3035RES200mN2640800E3488400,1,CRS3035RES1000mN2640000E3488000,1,CRS3035RES4000mN2640000E3488000,111352,4,0.9,0,2,0,92288.5,199,0,2.1,1.2,0.1,0.7,0.1,0,0,0.2,0.1,0.1,0.2,0,1.2,0.5,0.7,0.7,0.3,0,0.1,2.1,17439
CRS3035RES200mN2640800E3489800,1,CRS3035RES1000mN2640000E3489000,1,CRS3035RES4000mN2640000E3488000,111352,2,0.5,0,1,0,46144.2,99.5,0,1,0.6,0,0.3,0.1,0,0,0.1,0.1,0.1,0.1,0,0.6,0.2,0.3,0.3,0.2,0,0.1,1,17439
CRS3035RES200mN2640800E3490000,1,CRS3035RES1000mN2640000E3490000,1,CRS3035RES4000mN2640000E3488000,278522,6,1.2,0,2.6,0.1,122384.6,277.5,0,2.9,1.3,0.3,1.2,0.1,0,0,0.2,0,0,0.3,0.4,0.9,1.3,1,1.6,0.3,0,0.9,2.9,1743985132
CRS3035RES200mN2640800E3490200,1,CRS3035RES1000mN2640000E3490000,1,CRS3035RES4000mN2640000E3488000,278522,3,0.6,0,1.3,0.1,61192.3,138.7,0,1.5,0.7,0.1,0.6,0.1,0,0,0.1,0,0,0.1,0.2,0.4,0.7,0.5,0.8,0.2,0,0.4,1.5,1743985132
CRS3035RES200mN2640800E3490600,1,CRS3035RES1000mN2640000E3490000,1,CRS3035RES4000mN2640000E3488000,278522,9,1.8,0,4,0.2,183577,416.2,0,4.4,2,0.4,1.8,0.2,0,0,0.2,0,0,0.4,0.7,1.3,2,1.5,2.4,0.5,0,1.3,4.4,1743985132
CRS3035RES200mN2640800E3493400,1,CRS3035RES1000mN2640000E3493000,0,CRS3035RES4000mN2640000E3492000,660682,27,1.8,0.6,8.8,1.2,576992.2,1037.2,0,10.6,1.8,0.6,0.6,7.6,0,1.8,1.2,0.6,1.2,4.1,0.6,4.1,7,2.9,2.9,1.8,0.6,1.2,10.6,85132
CRS3035RES200mN2640800E3493600,0,CRS3035RES1000mN2640000E3493000,0,CRS3035RES4000mN2640000E3492000,660683,61,2,3,14,0,1148363.4,1841,0,18,0,0,0,18,0,0,3,3,8,8,4,18,13,3,1,0,0,2,18,85132
CRS3035RES200mN2640800E3493800,1,CRS3035RES1000mN2640000E3493000,0,CRS3035RES4000mN2640000E3492000,660682,1,0.1,0,0.3,0,21370.1,38.4,0,0.4,0.1,0,0,0.3,0,0.1,0,0,0,0.2,0,0.2,0.3,0.1,0.1,0.1,0,0,0.4,85132
CRS3035RES200mN2640800E3494000,1,CRS3035RES1000mN2640000E3494000,0,CRS3035RES4000mN2640000E3492000,660693,2,0.3,0.1,0.7,0,35353.5,102.7,0,0.8,0.4,0,0.1,0.3,0,0,0.1,0,0.2,0.2,0.1,0.3,0.4,0.3,0.3,0.1,0,0.2,0.8,85132
CRS3035RES200mN2641000E3475600,1,CRS3035RES1000mN2641000E3475000,1,CRS3035RES4000mN2640000E3472000,278505,6,0.2,0.2,1.7,0,122179.7,231.5,0.1,2,0.6,0.1,0.8,0.6,0,0,0,0,0.5,1,0.3,0.3,1.9,1.3,0.5,0.2,0,0.6,2.1,17218
CRS3035RES200mN2641000E3478800,1,CRS3035RES1000mN2641000E3478000,1,CRS3035RES4000mN2640000E3476000,278506,3,0.3,0.1,1.1,0.2,63327.7,147.9,0,1.4,0.7,0.1,0.5,0.1,0,0,0.1,0,0.1,0.2,0.2,0.5,0.3,0.4,1,0.2,0,0.1,1.4,17218
CRS3035RES200mN2641000E3479000,1,CRS3035RES1000mN2641000E3479000,0,CRS3035RES4000mN2640000E3476000,660659,4,1,0,1.8,0,82946.6,250.1,0,2.2,1.4,0.1,0.4,0.3,0,0,0,0,0.1,0.1,0.2,0.3,0.4,0.4,1.8,0.7,0,0.3,2.2,17218
CRS3035RES200mN2641000E3479400,1,CRS3035RES1000mN2641000E3479000,0,CRS3035RES4000mN2640000E3476000,660659,7,1.7,0,3.1,0,145156.5,437.6,0,3.9,2.4,0.3,0.7,0.5,0,0,0,0,0.2,0.3,0.3,0.5,0.7,0.7,3.1,1.2,0,0.5,3.9,8511117218
CRS3035RES200mN2641000E3479600,1,CRS3035RES1000mN2641000E3479000,0,CRS3035RES4000mN2640000E3476000,660659,2,0.5,0,0.9,0,41473.3,125,0,1.1,0.7,0.1,0.2,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.9,0.3,0,0.1,1.1,85111
CRS3035RES200mN2641000E3479800,0,CRS3035RES1000mN2641000E3479000,0,CRS3035RES4000mN2640000E3476000,660660,19,5,0,7,2,370099.4,894,0,11,9,1,1,0,0,0,0,0,0,1,1,3,1,6,6,1,0,2,11,85111
CRS3035RES200mN2641000E3480000,0,CRS3035RES1000mN2641000E3480000,0,CRS3035RES2000mN2640000E3480000,660666,35,4,1,9,1,632324.8,1144,0,14,7,3,2,2,0,0,1,0,0,6,3,2,12,4,6,1,0,3,14,85111
CRS3035RES200mN2641000E3480200,1,CRS3035RES1000mN2641000E3480000,0,CRS3035RES2000mN2640000E3480000,660664,34.5,2.7,1.3,8.9,0,689137.3,1137.3,0,11.6,2.7,4,2.7,1.3,0.9,0,2.2,2.2,2.5,3.1,3.1,4.9,7.6,1.8,4.9,2.2,0,0.9,11.6,85111
CRS3035RES200mN2641000E3480400,1,CRS3035RES1000mN2641000E3480000,0,CRS3035RES2000mN2640000E3480000,660664,16,1.2,0.6,4.1,0,319599.9,527.5,0,5.4,1.2,1.9,1.3,0.6,0.4,0,1,1,1.1,1.5,1.5,2.3,3.5,0.8,2.3,1,0,0.4,5.4,85111
CRS3035RES200mN2641000E3480600,1,CRS3035RES1000mN2641000E3480000,0,CRS3035RES2000mN2640000E3480000,660664,20,1.5,0.8,5.2,0,399499.9,659.3,0,6.7,1.5,2.3,1.6,0.8,0.5,0,1.3,1.3,1.4,1.8,1.8,2.8,4.4,1,2.9,1.3,0,0.5,6.7,85111
CRS3035RES200mN2641000E3480800,0,CRS3035RES1000mN2641000E3480000,0,CRS3035RES2000mN2640000E3480000,660665,21,3,0,11,2,439499.6,976,0,11,0,7,4,0,0,0,1,1,0,0,1,0,3,1,9,5,0,1,11,85111
CRS3035RES200mN2641000E3481000,1,CRS3035RES1000mN2641000E3481000,0,CRS3035RES2000mN2640000E3480000,660663,32,2.6,1.3,3.3,1.3,531440.7,1016.2,0,12.4,1.3,0,10.4,0.7,0,7.8,0,1.3,1.3,6.5,3.9,5.9,6.5,3.3,2.6,0.7,0,2.6,12.4,85111
CRS3035RES200mN2641000E3481200,1,CRS3035RES1000mN2641000E3481000,0,CRS3035RES2000mN2640000E3480000,660663,5,0.4,0.2,0.5,0.2,83037.6,158.8,0,1.9,0.2,0,1.6,0.1,0,1.2,0,0.2,0.2,1,0.6,0.9,1.1,0.5,0.4,0.1,0,0.4,1.9,85111
CRS3035RES200mN2641000E3489600,1,CRS3035RES1000mN2641000E3489000,1,CRS3035RES4000mN2640000E3488000,111352,4,0.9,0,2,0,92288.5,199,0,2.1,1.2,0.1,0.7,0.1,0,0,0.2,0.1,0.1,0.2,0,1.2,0.5,0.7,0.7,0.3,0,0.1,2.1,17439
CRS3035RES200mN2641000E3489800,1,CRS3035RES1000mN2641000E3489000,1,CRS3035RES4000mN2640000E3488000,111352,3,0.7,0,1.5,0,69216.4,149.2,0,1.6,0.9,0.1,0.5,0.1,0,0,0.1,0.1,0.1,0.2,0,0.9,0.3,0.5,0.5,0.3,0,0.1,1.6,174398513285303
CRS3035RES200mN2641000E3492000,1,CRS3035RES1000mN2641000E3492000,0,CRS3035RES4000mN2640000E3492000,660688,5,0.7,0.2,1.7,0.1,103025.7,234.6,0,2,1.3,0.2,0.3,0.2,0,0,0.1,0.2,0.3,0.5,0.4,0.7,1,0.7,0.7,0.4,0,0.4,2,1743985132
CRS3035RES200mN2641000E3492200,1,CRS3035RES1000mN2641000E3492000,0,CRS3035RES4000mN2640000E3492000,660688,2,0.3,0.1,0.7,0,41210.3,93.8,0,0.8,0.5,0.1,0.1,0.1,0,0,0,0,0.1,0.2,0.2,0.3,0.4,0.3,0.3,0.2,0,0.2,0.8,85132
CRS3035RES200mN2641000E3492400,1,CRS3035RES1000mN2641000E3492000,0,CRS3035RES4000mN2640000E3492000,660688,15,2,0.6,5.2,0.3,309077.2,703.9,0,6.1,4,0.7,1,0.4,0,0,0.4,0.4,1,1.6,1.3,2,2.8,2.1,2.1,1.3,0,1.1,6.1,85132
CRS3035RES200mN2641000E3492600,1,CRS3035RES1000mN2641000E3492000,0,CRS3035RES4000mN2640000E3492000,660688,34,4.5,1.3,11.9,0.6,700574.9,1595.4,0,13.8,9,1.6,2.2,1,0,0,1,1,2.2,3.5,2.9,4.5,6.4,4.8,4.8,2.9,0,2.6,13.8,85132
CRS3035RES200mN2641000E3492800,0,CRS3035RES1000mN2641000E3492000,0,CRS3035RES4000mN2640000E3492000,660690,34.5,6,0,14,0,636240.5,1945,0,17,14,2,1,0,0,0,2,0.5,3,0,0,5,5,6,8,5,0,1,17,85132
CRS3035RES200mN2641000E3493000,1,CRS3035RES1000mN2641000E3493000,0,CRS3035RES4000mN2640000E3492000,660684,20,3.5,0,9.8,0.4,425865.8,1044.2,0,9.8,3.9,2.8,2.1,1,0,0,1.8,0,0.3,0,1.4,3.5,3.5,4.2,2.1,3.2,0,1.1,9.8,85132
